gs_cat,gs_subcat,gs_name,gene_symbol,entrez_gene,ensembl_gene,human_gene_symbol,human_entrez_gene,human_ensembl_gene,gs_id,gs_pmid,gs_geoid,gs_exact_source,gs_url,gs_description
2156,C2,CP:BIOCARTA,BIOCARTA_GLEEVEC_PATHWAY,STAT5A,6776,ENSG00000126561,STAT5A,6776,ENSG00000126561,M7897,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_gleevecPathway.gif,Inhibition of Cellular Proliferation by Gleevec
2157,C2,CP:BIOCARTA,BIOCARTA_GLEEVEC_PATHWAY,STAT5B,6777,ENSG00000173757,STAT5B,6777,ENSG00000173757,M7897,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_gleevecPathway.gif,Inhibition of Cellular Proliferation by Gleevec
2158,C2,CP:BIOCARTA,BIOCARTA_GPCR_PATHWAY,ADCY1,107,ENSG00000164742,ADCY1,107,ENSG00000164742,M9664,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_gpcrPathway.gif,Signaling Pathway from G-Protein Families
2159,C2,CP:BIOCARTA,BIOCARTA_GPCR_PATHWAY,CALM1,801,ENSG00000198668,CALM1,801,ENSG00000198668,M9664,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_gpcrPathway.gif,Signaling Pathway from G-Protein Families
2160,C2,CP:BIOCARTA,BIOCARTA_GPCR_PATHWAY,CALM2,805,ENSG00000143933,CALM2,805,ENSG00000143933,M9664,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_gpcrPathway.gif,Signaling Pathway from G-Protein Families
2161,C2,CP:BIOCARTA,BIOCARTA_GPCR_PATHWAY,CALM3,808,ENSG00000160014,CALM3,808,ENSG00000160014,M9664,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_gpcrPathway.gif,Signaling Pathway from G-Protein Families
2162,C2,CP:BIOCARTA,BIOCARTA_GPCR_PATHWAY,CREB1,1385,ENSG00000118260,CREB1,1385,ENSG00000118260,M9664,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_gpcrPathway.gif,Signaling Pathway from G-Protein Families
2163,C2,CP:BIOCARTA,BIOCARTA_GPCR_PATHWAY,ELK1,2002,ENSG00000126767,ELK1,2002,ENSG00000126767,M9664,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_gpcrPathway.gif,Signaling Pathway from G-Protein Families
2164,C2,CP:BIOCARTA,BIOCARTA_GPCR_PATHWAY,FOS,2353,ENSG00000170345,FOS,2353,ENSG00000170345,M9664,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_gpcrPathway.gif,Signaling Pathway from G-Protein Families
2165,C2,CP:BIOCARTA,BIOCARTA_GPCR_PATHWAY,GNAQ,2776,ENSG00000156052,GNAQ,2776,ENSG00000156052,M9664,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_gpcrPathway.gif,Signaling Pathway from G-Protein Families
2166,C2,CP:BIOCARTA,BIOCARTA_GPCR_PATHWAY,HRAS,3265,ENSG00000174775,HRAS,3265,ENSG00000174775,M9664,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_gpcrPathway.gif,Signaling Pathway from G-Protein Families
2167,C2,CP:BIOCARTA,BIOCARTA_GPCR_PATHWAY,HRAS,3265,ENSG00000276536,HRAS,3265,ENSG00000276536,M9664,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_gpcrPathway.gif,Signaling Pathway from G-Protein Families
2168,C2,CP:BIOCARTA,BIOCARTA_GPCR_PATHWAY,JUN,3725,ENSG00000177606,JUN,3725,ENSG00000177606,M9664,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_gpcrPathway.gif,Signaling Pathway from G-Protein Families
2169,C2,CP:BIOCARTA,BIOCARTA_GPCR_PATHWAY,MAP2K1,5604,ENSG00000169032,MAP2K1,5604,ENSG00000169032,M9664,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_gpcrPathway.gif,Signaling Pathway from G-Protein Families
2170,C2,CP:BIOCARTA,BIOCARTA_GPCR_PATHWAY,MAPK3,5595,ENSG00000102882,MAPK3,5595,ENSG00000102882,M9664,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_gpcrPathway.gif,Signaling Pathway from G-Protein Families
2171,C2,CP:BIOCARTA,BIOCARTA_GPCR_PATHWAY,NFATC1,4772,ENSG00000131196,NFATC1,4772,ENSG00000131196,M9664,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_gpcrPathway.gif,Signaling Pathway from G-Protein Families
2172,C2,CP:BIOCARTA,BIOCARTA_GPCR_PATHWAY,NFATC2,4773,ENSG00000101096,NFATC2,4773,ENSG00000101096,M9664,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_gpcrPathway.gif,Signaling Pathway from G-Protein Families
2173,C2,CP:BIOCARTA,BIOCARTA_GPCR_PATHWAY,NFATC3,4775,ENSG00000072736,NFATC3,4775,ENSG00000072736,M9664,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_gpcrPathway.gif,Signaling Pathway from G-Protein Families
2174,C2,CP:BIOCARTA,BIOCARTA_GPCR_PATHWAY,NFATC4,4776,ENSG00000100968,NFATC4,4776,ENSG00000100968,M9664,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_gpcrPathway.gif,Signaling Pathway from G-Protein Families
2175,C2,CP:BIOCARTA,BIOCARTA_GPCR_PATHWAY,NFATC4,4776,ENSG00000285485,NFATC4,4776,ENSG00000285485,M9664,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_gpcrPathway.gif,Signaling Pathway from G-Protein Families
2176,C2,CP:BIOCARTA,BIOCARTA_GPCR_PATHWAY,PLCG1,5335,ENSG00000124181,PLCG1,5335,ENSG00000124181,M9664,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_gpcrPathway.gif,Signaling Pathway from G-Protein Families
2177,C2,CP:BIOCARTA,BIOCARTA_GPCR_PATHWAY,PPP3CA,5530,ENSG00000138814,PPP3CA,5530,ENSG00000138814,M9664,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_gpcrPathway.gif,Signaling Pathway from G-Protein Families
2178,C2,CP:BIOCARTA,BIOCARTA_GPCR_PATHWAY,PPP3CB,5532,ENSG00000107758,PPP3CB,5532,ENSG00000107758,M9664,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_gpcrPathway.gif,Signaling Pathway from G-Protein Families
2179,C2,CP:BIOCARTA,BIOCARTA_GPCR_PATHWAY,PPP3CC,5533,ENSG00000120910,PPP3CC,5533,ENSG00000120910,M9664,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_gpcrPathway.gif,Signaling Pathway from G-Protein Families
2180,C2,CP:BIOCARTA,BIOCARTA_GPCR_PATHWAY,PRKACB,5567,ENSG00000142875,PRKACB,5567,ENSG00000142875,M9664,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_gpcrPathway.gif,Signaling Pathway from G-Protein Families
2181,C2,CP:BIOCARTA,BIOCARTA_GPCR_PATHWAY,PRKACG,5568,ENSG00000165059,PRKACG,5568,ENSG00000165059,M9664,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_gpcrPathway.gif,Signaling Pathway from G-Protein Families
2182,C2,CP:BIOCARTA,BIOCARTA_GPCR_PATHWAY,PRKAR1A,5573,ENSG00000108946,PRKAR1A,5573,ENSG00000108946,M9664,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_gpcrPathway.gif,Signaling Pathway from G-Protein Families
2183,C2,CP:BIOCARTA,BIOCARTA_GPCR_PATHWAY,PRKAR1B,5575,ENSG00000188191,PRKAR1B,5575,ENSG00000188191,M9664,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_gpcrPathway.gif,Signaling Pathway from G-Protein Families
2184,C2,CP:BIOCARTA,BIOCARTA_GPCR_PATHWAY,PRKAR2A,5576,ENSG00000114302,PRKAR2A,5576,ENSG00000114302,M9664,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_gpcrPathway.gif,Signaling Pathway from G-Protein Families
2185,C2,CP:BIOCARTA,BIOCARTA_GPCR_PATHWAY,PRKAR2B,5577,ENSG00000005249,PRKAR2B,5577,ENSG00000005249,M9664,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_gpcrPathway.gif,Signaling Pathway from G-Protein Families
2186,C2,CP:BIOCARTA,BIOCARTA_GPCR_PATHWAY,PRKAR2B,5577,ENSG00000284096,PRKAR2B,5577,ENSG00000284096,M9664,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_gpcrPathway.gif,Signaling Pathway from G-Protein Families
2187,C2,CP:BIOCARTA,BIOCARTA_GPCR_PATHWAY,PRKCA,5578,ENSG00000154229,PRKCA,5578,ENSG00000154229,M9664,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_gpcrPathway.gif,Signaling Pathway from G-Protein Families
2188,C2,CP:BIOCARTA,BIOCARTA_GPCR_PATHWAY,PRKCB,5579,ENSG00000166501,PRKCB,5579,ENSG00000166501,M9664,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_gpcrPathway.gif,Signaling Pathway from G-Protein Families
2189,C2,CP:BIOCARTA,BIOCARTA_GPCR_PATHWAY,RAF1,5894,ENSG00000132155,RAF1,5894,ENSG00000132155,M9664,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_gpcrPathway.gif,Signaling Pathway from G-Protein Families
2190,C2,CP:BIOCARTA,BIOCARTA_GPCR_PATHWAY,RPS6KA3,6197,ENSG00000177189,RPS6KA3,6197,ENSG00000177189,M9664,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_gpcrPathway.gif,Signaling Pathway from G-Protein Families
2191,C2,CP:BIOCARTA,BIOCARTA_GRANULOCYTES_PATHWAY,C5,727,ENSG00000106804,C5,727,ENSG00000106804,M5467,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_granulocytesPathway.gif,Adhesion and Diapedesis of Granulocytes
2192,C2,CP:BIOCARTA,BIOCARTA_GRANULOCYTES_PATHWAY,CSF3,1440,ENSG00000108342,CSF3,1440,ENSG00000108342,M5467,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_granulocytesPathway.gif,Adhesion and Diapedesis of Granulocytes
2193,C2,CP:BIOCARTA,BIOCARTA_GRANULOCYTES_PATHWAY,CXCL8,3576,ENSG00000169429,CXCL8,3576,ENSG00000169429,M5467,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_granulocytesPathway.gif,Adhesion and Diapedesis of Granulocytes
2194,C2,CP:BIOCARTA,BIOCARTA_GRANULOCYTES_PATHWAY,ICAM1,3383,ENSG00000090339,ICAM1,3383,ENSG00000090339,M5467,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_granulocytesPathway.gif,Adhesion and Diapedesis of Granulocytes
2195,C2,CP:BIOCARTA,BIOCARTA_GRANULOCYTES_PATHWAY,ICAM2,3384,ENSG00000108622,ICAM2,3384,ENSG00000108622,M5467,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_granulocytesPathway.gif,Adhesion and Diapedesis of Granulocytes
2196,C2,CP:BIOCARTA,BIOCARTA_GRANULOCYTES_PATHWAY,IFNG,3458,ENSG00000111537,IFNG,3458,ENSG00000111537,M5467,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_granulocytesPathway.gif,Adhesion and Diapedesis of Granulocytes
2197,C2,CP:BIOCARTA,BIOCARTA_GRANULOCYTES_PATHWAY,IL1A,3552,ENSG00000115008,IL1A,3552,ENSG00000115008,M5467,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_granulocytesPathway.gif,Adhesion and Diapedesis of Granulocytes
2198,C2,CP:BIOCARTA,BIOCARTA_GRANULOCYTES_PATHWAY,ITGAL,3683,ENSG00000005844,ITGAL,3683,ENSG00000005844,M5467,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_granulocytesPathway.gif,Adhesion and Diapedesis of Granulocytes
2199,C2,CP:BIOCARTA,BIOCARTA_GRANULOCYTES_PATHWAY,ITGAM,3684,ENSG00000169896,ITGAM,3684,ENSG00000169896,M5467,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_granulocytesPathway.gif,Adhesion and Diapedesis of Granulocytes
2200,C2,CP:BIOCARTA,BIOCARTA_GRANULOCYTES_PATHWAY,ITGB2,3689,ENSG00000160255,ITGB2,3689,ENSG00000160255,M5467,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_granulocytesPathway.gif,Adhesion and Diapedesis of Granulocytes
2201,C2,CP:BIOCARTA,BIOCARTA_GRANULOCYTES_PATHWAY,PECAM1,5175,ENSG00000261371,PECAM1,5175,ENSG00000261371,M5467,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_granulocytesPathway.gif,Adhesion and Diapedesis of Granulocytes
2202,C2,CP:BIOCARTA,BIOCARTA_GRANULOCYTES_PATHWAY,SELL,6402,ENSG00000188404,SELL,6402,ENSG00000188404,M5467,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_granulocytesPathway.gif,Adhesion and Diapedesis of Granulocytes
2203,C2,CP:BIOCARTA,BIOCARTA_GRANULOCYTES_PATHWAY,SELP,6403,ENSG00000174175,SELP,6403,ENSG00000174175,M5467,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_granulocytesPathway.gif,Adhesion and Diapedesis of Granulocytes
2204,C2,CP:BIOCARTA,BIOCARTA_GRANULOCYTES_PATHWAY,SELPLG,6404,ENSG00000110876,SELPLG,6404,ENSG00000110876,M5467,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_granulocytesPathway.gif,Adhesion and Diapedesis of Granulocytes
2205,C2,CP:BIOCARTA,BIOCARTA_GRANULOCYTES_PATHWAY,TNF,7124,ENSG00000204490,TNF,7124,ENSG00000204490,M5467,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_granulocytesPathway.gif,Adhesion and Diapedesis of Granulocytes
2206,C2,CP:BIOCARTA,BIOCARTA_GRANULOCYTES_PATHWAY,TNF,7124,ENSG00000206439,TNF,7124,ENSG00000206439,M5467,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_granulocytesPathway.gif,Adhesion and Diapedesis of Granulocytes
2207,C2,CP:BIOCARTA,BIOCARTA_GRANULOCYTES_PATHWAY,TNF,7124,ENSG00000223952,TNF,7124,ENSG00000223952,M5467,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_granulocytesPathway.gif,Adhesion and Diapedesis of Granulocytes
2208,C2,CP:BIOCARTA,BIOCARTA_GRANULOCYTES_PATHWAY,TNF,7124,ENSG00000228321,TNF,7124,ENSG00000228321,M5467,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_granulocytesPathway.gif,Adhesion and Diapedesis of Granulocytes
2209,C2,CP:BIOCARTA,BIOCARTA_GRANULOCYTES_PATHWAY,TNF,7124,ENSG00000228849,TNF,7124,ENSG00000228849,M5467,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_granulocytesPathway.gif,Adhesion and Diapedesis of Granulocytes
2210,C2,CP:BIOCARTA,BIOCARTA_GRANULOCYTES_PATHWAY,TNF,7124,ENSG00000228978,TNF,7124,ENSG00000228978,M5467,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_granulocytesPathway.gif,Adhesion and Diapedesis of Granulocytes
2211,C2,CP:BIOCARTA,BIOCARTA_GRANULOCYTES_PATHWAY,TNF,7124,ENSG00000230108,TNF,7124,ENSG00000230108,M5467,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_granulocytesPathway.gif,Adhesion and Diapedesis of Granulocytes
2212,C2,CP:BIOCARTA,BIOCARTA_GRANULOCYTES_PATHWAY,TNF,7124,ENSG00000232810,TNF,7124,ENSG00000232810,M5467,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_granulocytesPathway.gif,Adhesion and Diapedesis of Granulocytes
2213,C2,CP:BIOCARTA,BIOCARTA_GSK3_PATHWAY,AKT1,207,ENSG00000142208,AKT1,207,ENSG00000142208,M11106,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/H_gsk3Pathway.gif,Inactivation of Gsk3 by AKT causes accumulation of b-catenin in Alveolar Macrophages
2214,C2,CP:BIOCARTA,BIOCARTA_GSK3_PATHWAY,APC,324,ENSG00000134982,APC,324,ENSG00000134982,M11106,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/H_gsk3Pathway.gif,Inactivation of Gsk3 by AKT causes accumulation of b-catenin in Alveolar Macrophages
2215,C2,CP:BIOCARTA,BIOCARTA_GSK3_PATHWAY,AXIN1,8312,ENSG00000103126,AXIN1,8312,ENSG00000103126,M11106,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/H_gsk3Pathway.gif,Inactivation of Gsk3 by AKT causes accumulation of b-catenin in Alveolar Macrophages
2216,C2,CP:BIOCARTA,BIOCARTA_GSK3_PATHWAY,CCND1,595,ENSG00000110092,CCND1,595,ENSG00000110092,M11106,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/H_gsk3Pathway.gif,Inactivation of Gsk3 by AKT causes accumulation of b-catenin in Alveolar Macrophages
2217,C2,CP:BIOCARTA,BIOCARTA_GSK3_PATHWAY,CTNNB1,1499,ENSG00000168036,CTNNB1,1499,ENSG00000168036,M11106,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/H_gsk3Pathway.gif,Inactivation of Gsk3 by AKT causes accumulation of b-catenin in Alveolar Macrophages
2218,C2,CP:BIOCARTA,BIOCARTA_GSK3_PATHWAY,DVL1,1855,ENSG00000107404,DVL1,1855,ENSG00000107404,M11106,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/H_gsk3Pathway.gif,Inactivation of Gsk3 by AKT causes accumulation of b-catenin in Alveolar Macrophages
2219,C2,CP:BIOCARTA,BIOCARTA_GSK3_PATHWAY,EIF2AK2,5610,ENSG00000055332,EIF2AK2,5610,ENSG00000055332,M11106,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/H_gsk3Pathway.gif,Inactivation of Gsk3 by AKT causes accumulation of b-catenin in Alveolar Macrophages
2220,C2,CP:BIOCARTA,BIOCARTA_GSK3_PATHWAY,FZD1,8321,ENSG00000157240,FZD1,8321,ENSG00000157240,M11106,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/H_gsk3Pathway.gif,Inactivation of Gsk3 by AKT causes accumulation of b-catenin in Alveolar Macrophages
2221,C2,CP:BIOCARTA,BIOCARTA_GSK3_PATHWAY,GJA1,2697,ENSG00000152661,GJA1,2697,ENSG00000152661,M11106,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/H_gsk3Pathway.gif,Inactivation of Gsk3 by AKT causes accumulation of b-catenin in Alveolar Macrophages
2222,C2,CP:BIOCARTA,BIOCARTA_GSK3_PATHWAY,GSK3B,2932,ENSG00000082701,GSK3B,2932,ENSG00000082701,M11106,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/H_gsk3Pathway.gif,Inactivation of Gsk3 by AKT causes accumulation of b-catenin in Alveolar Macrophages
2223,C2,CP:BIOCARTA,BIOCARTA_GSK3_PATHWAY,LBP,3929,ENSG00000129988,LBP,3929,ENSG00000129988,M11106,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/H_gsk3Pathway.gif,Inactivation of Gsk3 by AKT causes accumulation of b-catenin in Alveolar Macrophages
2224,C2,CP:BIOCARTA,BIOCARTA_GSK3_PATHWAY,LEF1,51176,ENSG00000138795,LEF1,51176,ENSG00000138795,M11106,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/H_gsk3Pathway.gif,Inactivation of Gsk3 by AKT causes accumulation of b-catenin in Alveolar Macrophages
2225,C2,CP:BIOCARTA,BIOCARTA_GSK3_PATHWAY,MYD88,4615,ENSG00000172936,MYD88,4615,ENSG00000172936,M11106,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/H_gsk3Pathway.gif,Inactivation of Gsk3 by AKT causes accumulation of b-catenin in Alveolar Macrophages
2226,C2,CP:BIOCARTA,BIOCARTA_GSK3_PATHWAY,NFKB1,4790,ENSG00000109320,NFKB1,4790,ENSG00000109320,M11106,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/H_gsk3Pathway.gif,Inactivation of Gsk3 by AKT causes accumulation of b-catenin in Alveolar Macrophages
2227,C2,CP:BIOCARTA,BIOCARTA_GSK3_PATHWAY,PDPK1,5170,ENSG00000140992,PDPK1,5170,ENSG00000140992,M11106,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/H_gsk3Pathway.gif,Inactivation of Gsk3 by AKT causes accumulation of b-catenin in Alveolar Macrophages
2228,C2,CP:BIOCARTA,BIOCARTA_GSK3_PATHWAY,PIK3CA,5290,ENSG00000121879,PIK3CA,5290,ENSG00000121879,M11106,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/H_gsk3Pathway.gif,Inactivation of Gsk3 by AKT causes accumulation of b-catenin in Alveolar Macrophages
2229,C2,CP:BIOCARTA,BIOCARTA_GSK3_PATHWAY,PIK3R1,5295,ENSG00000145675,PIK3R1,5295,ENSG00000145675,M11106,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/H_gsk3Pathway.gif,Inactivation of Gsk3 by AKT causes accumulation of b-catenin in Alveolar Macrophages
2230,C2,CP:BIOCARTA,BIOCARTA_GSK3_PATHWAY,PPP2CA,5515,ENSG00000113575,PPP2CA,5515,ENSG00000113575,M11106,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/H_gsk3Pathway.gif,Inactivation of Gsk3 by AKT causes accumulation of b-catenin in Alveolar Macrophages
2231,C2,CP:BIOCARTA,BIOCARTA_GSK3_PATHWAY,RELA,5970,ENSG00000173039,RELA,5970,ENSG00000173039,M11106,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/H_gsk3Pathway.gif,Inactivation of Gsk3 by AKT causes accumulation of b-catenin in Alveolar Macrophages
2232,C2,CP:BIOCARTA,BIOCARTA_GSK3_PATHWAY,WNT1,7471,ENSG00000125084,WNT1,7471,ENSG00000125084,M11106,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/H_gsk3Pathway.gif,Inactivation of Gsk3 by AKT causes accumulation of b-catenin in Alveolar Macrophages
2233,C2,CP:BIOCARTA,BIOCARTA_HBX_PATHWAY,CREB1,1385,ENSG00000118260,CREB1,1385,ENSG00000118260,M22037,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_hbxPathway.gif,Calcium Signaling by HBx of Hepatitis B virus
2234,C2,CP:BIOCARTA,BIOCARTA_HBX_PATHWAY,GRB2,2885,ENSG00000177885,GRB2,2885,ENSG00000177885,M22037,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_hbxPathway.gif,Calcium Signaling by HBx of Hepatitis B virus
2235,C2,CP:BIOCARTA,BIOCARTA_HBX_PATHWAY,HRAS,3265,ENSG00000174775,HRAS,3265,ENSG00000174775,M22037,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_hbxPathway.gif,Calcium Signaling by HBx of Hepatitis B virus
2236,C2,CP:BIOCARTA,BIOCARTA_HBX_PATHWAY,HRAS,3265,ENSG00000276536,HRAS,3265,ENSG00000276536,M22037,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_hbxPathway.gif,Calcium Signaling by HBx of Hepatitis B virus
2237,C2,CP:BIOCARTA,BIOCARTA_HBX_PATHWAY,LAMTOR5,10542,ENSG00000134248,LAMTOR5,10542,ENSG00000134248,M22037,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_hbxPathway.gif,Calcium Signaling by HBx of Hepatitis B virus
2238,C2,CP:BIOCARTA,BIOCARTA_HBX_PATHWAY,PTK2B,2185,ENSG00000120899,PTK2B,2185,ENSG00000120899,M22037,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_hbxPathway.gif,Calcium Signaling by HBx of Hepatitis B virus
2239,C2,CP:BIOCARTA,BIOCARTA_HBX_PATHWAY,SHC1,6464,ENSG00000160691,SHC1,6464,ENSG00000160691,M22037,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_hbxPathway.gif,Calcium Signaling by HBx of Hepatitis B virus
2240,C2,CP:BIOCARTA,BIOCARTA_HBX_PATHWAY,SOS1,6654,ENSG00000115904,SOS1,6654,ENSG00000115904,M22037,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_hbxPathway.gif,Calcium Signaling by HBx of Hepatitis B virus
2241,C2,CP:BIOCARTA,BIOCARTA_HCMV_PATHWAY,AKT1,207,ENSG00000142208,AKT1,207,ENSG00000142208,M8353,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_hcmvPathway.gif,Human Cytomegalovirus and Map Kinase Pathways
2242,C2,CP:BIOCARTA,BIOCARTA_HCMV_PATHWAY,CREB1,1385,ENSG00000118260,CREB1,1385,ENSG00000118260,M8353,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_hcmvPathway.gif,Human Cytomegalovirus and Map Kinase Pathways
2243,C2,CP:BIOCARTA,BIOCARTA_HCMV_PATHWAY,MAP2K1,5604,ENSG00000169032,MAP2K1,5604,ENSG00000169032,M8353,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_hcmvPathway.gif,Human Cytomegalovirus and Map Kinase Pathways
2244,C2,CP:BIOCARTA,BIOCARTA_HCMV_PATHWAY,MAP2K2,5605,ENSG00000126934,MAP2K2,5605,ENSG00000126934,M8353,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_hcmvPathway.gif,Human Cytomegalovirus and Map Kinase Pathways
2245,C2,CP:BIOCARTA,BIOCARTA_HCMV_PATHWAY,MAP2K3,5606,ENSG00000034152,MAP2K3,5606,ENSG00000034152,M8353,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_hcmvPathway.gif,Human Cytomegalovirus and Map Kinase Pathways
2246,C2,CP:BIOCARTA,BIOCARTA_HCMV_PATHWAY,MAP2K6,5608,ENSG00000108984,MAP2K6,5608,ENSG00000108984,M8353,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_hcmvPathway.gif,Human Cytomegalovirus and Map Kinase Pathways
